n,time_s,adc_low,adc_high,adc_low_norm,adc_high_norm
1854,0.01854,47,32,0.18359375,0.125
1855,0.01855,40,45,0.15625,0.17578125
1856,0.01856,27,33,0.10546875,0.12890625
1857,0.01857,59,42,0.23046875,0.1640625
1858,0.01858,7,33,0.02734375,0.12890625
1859,0.01859,74,42,0.2890625,0.1640625
1860,0.0186,0,36,0,0.140625
1861,0.01861,76,39,0.296875,0.15234375
1862,0.01862,2,38,0.0078125,0.1484375
1863,0.01863,66,35,0.2578125,0.13671875
1864,0.01864,18,42,0.0703125,0.1640625
1865,0.01865,48,33,0.1875,0.12890625
1866,0.01866,39,45,0.15234375,0.17578125
1867,0.01867,28,33,0.109375,0.12890625
1868,0.01868,59,44,0.23046875,0.171875
1869,0.01869,9,32,0.03515625,0.125
1870,0.0187,73,43,0.28515625,0.16796875
1871,0.01871,0,35,0,0.13671875
1872,0.01872,77,39,0.30078125,0.15234375
1873,0.01873,1,39,0.00390625,0.15234375
1874,0.01874,70,36,0.2734375,0.140625
1875,0.01875,13,42,0.05078125,0.1640625
1876,0.01876,55,34,0.21484375,0.1328125
1877,0.01877,31,44,0.12109375,0.171875
1878,0.01878,35,32,0.13671875,0.125
1879,0.01879,51,45,0.19921875,0.17578125
1880,0.0188,16,32,0.0625,0.125
1881,0.01881,68,44,0.265625,0.171875
1882,0.01882,2,32,0.0078125,0.125
1883,0.01883,76,41,0.296875,0.16015625
1884,0.01884,0,36,0,0.140625
1885,0.01885,75,38,0.29296875,0.1484375
1886,0.01886,5,41,0.01953125,0.16015625
1887,0.01887,65,33,0.25390625,0.12890625
1888,0.01888,17,42,0.06640625,0.1640625
1889,0.01889,51,33,0.19921875,0.12890625
1890,0.0189,34,44,0.1328125,0.171875
1891,0.01891,32,33,0.125,0.12890625
1892,0.01892,54,46,0.2109375,0.1796875
1893,0.01893,15,32,0.05859375,0.125
1894,0.01894,67,43,0.26171875,0.16796875
1895,0.01895,3,34,0.01171875,0.1328125
1896,0.01896,75,41,0.29296875,0.16015625
1897,0.01897,0,37,0,0.14453125
1898,0.01898,76,39,0.296875,0.15234375
1899,0.01899,2,38,0.0078125,0.1484375
1900,0.019,68,35,0.265625,0.13671875
1901,0.01901,13,42,0.05078125,0.1640625
1902,0.01902,54,32,0.2109375,0.125
1903,0.01903,29,44,0.11328125,0.171875
1904,0.01904,38,32,0.1484375,0.125
1905,0.01905,46,45,0.1796875,0.17578125
1906,0.01906,22,32,0.0859375,0.125
1907,0.01907,63,46,0.24609375,0.1796875
1908,0.01908,9,33,0.03515625,0.12890625
1909,0.01909,72,43,0.28125,0.16796875
1910,0.0191,0,35,0,0.13671875
1911,0.01911,77,41,0.30078125,0.16015625
1912,0.01912,0,37,0,0.14453125
1913,0.01913,75,38,0.29296875,0.1484375
1914,0.01914,4,40,0.015625,0.15625
1915,0.01915,68,36,0.265625,0.140625
1916,0.01916,15,43,0.05859375,0.16796875
1917,0.01917,54,33,0.2109375,0.12890625
1918,0.01918,29,44,0.11328125,0.171875
1919,0.01919,40,32,0.15625,0.125
1920,0.0192,44,45,0.171875,0.17578125
1921,0.01921,25,32,0.09765625,0.125
1922,0.01922,57,43,0.22265625,0.16796875
1923,0.01923,12,32,0.046875,0.125
1924,0.01924,69,43,0.26953125,0.16796875
1925,0.01925,3,33,0.01171875,0.12890625
1926,0.01926,76,42,0.296875,0.1640625
1927,0.01927,0,37,0,0.14453125
1928,0.01928,77,40,0.30078125,0.15625
1929,0.01929,0,38,0,0.1484375
1930,0.0193,73,37,0.28515625,0.14453125
1931,0.01931,7,41,0.02734375,0.16015625
1932,0.01932,63,32,0.24609375,0.125
1933,0.01933,16,42,0.0625,0.1640625
1934,0.01934,53,32,0.20703125,0.125
1935,0.01935,29,44,0.11328125,0.171875
1936,0.01936,41,33,0.16015625,0.12890625
1937,0.01937,41,44,0.16015625,0.171875
1938,0.01938,28,32,0.109375,0.125
1939,0.01939,54,45,0.2109375,0.17578125
1940,0.0194,17,33,0.06640625,0.12890625
1941,0.01941,65,45,0.25390625,0.17578125
1942,0.01942,8,34,0.03125,0.1328125
1943,0.01943,72,43,0.28125,0.16796875
1944,0.01944,1,34,0.00390625,0.1328125
1945,0.01945,77,41,0.30078125,0.16015625
1946,0.01946,0,37,0,0.14453125
1947,0.01947,79,43,0.30859375,0.16796875
1948,0.01948,1,39,0.00390625,0.15234375
1949,0.01949,73,37,0.28515625,0.14453125
1950,0.0195,6,40,0.0234375,0.15625
1951,0.01951,67,35,0.26171875,0.13671875
1952,0.01952,11,40,0.04296875,0.15625
1953,0.01953,58,34,0.2265625,0.1328125
1954,0.01954,23,43,0.08984375,0.16796875
1955,0.01955,49,34,0.19140625,0.1328125
1956,0.01956,34,44,0.1328125,0.171875
1957,0.01957,38,32,0.1484375,0.125
1958,0.01958,44,45,0.171875,0.17578125
1959,0.01959,27,32,0.10546875,0.125
1960,0.0196,56,46,0.21875,0.1796875
1961,0.01961,18,32,0.0703125,0.125
1962,0.01962,64,45,0.25,0.17578125
1963,0.01963,10,33,0.0390625,0.12890625
1964,0.01964,70,43,0.2734375,0.16796875
1965,0.01965,4,34,0.015625,0.1328125
1966,0.01966,75,42,0.29296875,0.1640625
1967,0.01967,0,34,0,0.1328125
1968,0.01968,77,41,0.30078125,0.16015625
1969,0.01969,0,36,0,0.140625
1970,0.0197,77,39,0.30078125,0.15234375
1971,0.01971,0,38,0,0.1484375
1972,0.01972,73,35,0.28515625,0.13671875
1973,0.01973,3,40,0.01171875,0.15625
1974,0.01974,70,36,0.2734375,0.140625
1975,0.01975,8,41,0.03125,0.16015625
1976,0.01976,66,36,0.2578125,0.140625
1977,0.01977,14,42,0.0546875,0.1640625
1978,0.01978,60,35,0.234375,0.13671875
1979,0.01979,21,43,0.08203125,0.16796875
1980,0.0198,51,33,0.19921875,0.12890625
1981,0.01981,28,44,0.109375,0.171875
1982,0.01982,44,33,0.171875,0.12890625
1983,0.01983,36,44,0.140625,0.171875
1984,0.01984,36,32,0.140625,0.125
1985,0.01985,43,44,0.16796875,0.171875
1986,0.01986,29,32,0.11328125,0.125
1987,0.01987,47,41,0.18359375,0.16015625
1988,0.01988,22,32,0.0859375,0.125
1989,0.01989,57,44,0.22265625,0.171875
1990,0.0199,16,32,0.0625,0.125
1991,0.01991,63,44,0.24609375,0.171875
1992,0.01992,11,33,0.04296875,0.12890625
1993,0.01993,69,44,0.26953125,0.171875
1994,0.01994,7,34,0.02734375,0.1328125
1995,0.01995,72,43,0.28125,0.16796875
1996,0.01996,3,34,0.01171875,0.1328125
1997,0.01997,75,42,0.29296875,0.1640625
1998,0.01998,1,35,0.00390625,0.13671875
1999,0.01999,76,42,0.296875,0.1640625
2000,0.02,0,34,0,0.1328125
2001,0.02001,78,42,0.3046875,0.1640625
2002,0.02002,0,35,0,0.13671875
2003,0.02003,78,41,0.3046875,0.16015625
2004,0.02004,0,38,0,0.1484375
2005,0.02005,77,39,0.30078125,0.15234375
2006,0.02006,0,38,0,0.1484375
2007,0.02007,76,38,0.296875,0.1484375
2008,0.02008,2,39,0.0078125,0.15234375
2009,0.02009,74,38,0.2890625,0.1484375
2010,0.0201,5,42,0.01953125,0.1640625
2011,0.02011,71,37,0.27734375,0.14453125
2012,0.02012,5,39,0.01953125,0.15234375
2013,0.02013,69,36,0.26953125,0.140625
2014,0.02014,8,41,0.03125,0.16015625
2015,0.02015,67,35,0.26171875,0.13671875
2016,0.02016,12,42,0.046875,0.1640625
2017,0.02017,62,34,0.2421875,0.1328125
2018,0.02018,15,42,0.05859375,0.1640625
2019,0.02019,60,34,0.234375,0.1328125
2020,0.0202,17,43,0.06640625,0.16796875
2021,0.02021,58,34,0.2265625,0.1328125
2022,0.02022,22,46,0.0859375,0.1796875
2023,0.02023,55,33,0.21484375,0.12890625
2024,0.02024,22,43,0.0859375,0.16796875
2025,0.02025,52,33,0.203125,0.12890625
2026,0.02026,25,43,0.09765625,0.16796875
2027,0.02027,48,32,0.1875,0.125
2028,0.02028,28,44,0.109375,0.171875
2029,0.02029,47,33,0.18359375,0.12890625
2030,0.0203,30,44,0.1171875,0.171875
2031,0.02031,45,33,0.17578125,0.12890625
2032,0.02032,32,45,0.125,0.17578125
2033,0.02033,43,33,0.16796875,0.12890625
2034,0.02034,34,44,0.1328125,0.171875
2035,0.02035,42,33,0.1640625,0.12890625
2036,0.02036,35,44,0.13671875,0.171875
2037,0.02037,40,33,0.15625,0.12890625
2038,0.02038,37,44,0.14453125,0.171875
2039,0.02039,39,33,0.15234375,0.12890625
2040,0.0204,38,44,0.1484375,0.171875
2041,0.02041,37,31,0.14453125,0.12109375
2042,0.02042,38,44,0.1484375,0.171875
2043,0.02043,37,33,0.14453125,0.12890625
2044,0.02044,40,45,0.15625,0.17578125
2045,0.02045,36,32,0.140625,0.125
2046,0.02046,40,44,0.15625,0.171875
2047,0.02047,36,32,0.140625,0.125
